No,Judul Berita,Isi Berita,isHoax
9133,Undangan Aksi HMI menuju Balai Kota untuk Seret Anies Baswedan,"Repost NotForDRUN SERUAN AKSI Himpunan Mahasiswa Islam (HMI-MPO) Se-Jakarta GERUDUK BALAI KOTA, SERET ANIES KE KPK Selasa, 6 April 2021 Jam 10 WIB s/d Menang. Titik Kumpul: TUGU PROKLAMASI Titik Aksi : GEDUNG BALAIKOTA DKI JAKARTA NB: Memakai Atribut HMI & Wajib Patuhi Protokol Kesehatan Narahubung : 0877-1180-0747 & 0813-3970-0041 seruanaksi #HMI #hmimpo #jakarta #dkijakarta jakartainfo #tangkapaniesbaswedan #patriotgaruda #lenterankri #gabener",TRUE
9134,Musibah di NTT Tidak Disiarkan di Televisi,"Turut berdukacita atas musibah d NTT, Media TV sampai lupa GK ada yg nyiarin berita musibah d NTT",TRUE
9135,Video Lebih dari 300 kapal menunggu di Kanal Suez untuk transit”,Akun Facebook Damian Zohar (fb.com/damianjaya.permai) pada 28 Maret 2021 mengunggah sebuah video dengan narasi sebagai berikut: Lebih dari 300 kapal menunggu di Kanal Suez untuk transit. Dengan informasi dari Esteban Cedeno,TRUE
9136,"Artikel berjudul China Tidak Bisa Berbohong Lagi, WHO Akhirnya Bongkar Asal Usul Virus Corona yang Sebenarnya, Benarkah Dunia Sudah Dibohongi Selama Ini?”","Beredar artikel berjudul China Tidak Bisa Berbohong Lagi, WHO Akhirnya Bongkar Asal Usul Virus Corona yang Sebenarnya, Benarkah Dunia Sudah Dibohongi Selama Ini? Artikel itu berisi penjelasan bahwa Organisasi Kesehatan Dunia (WHO) menemukan peternakan satwa liar di Cina yang menjadi sumber pandemi Covid-19. Informasi tersebut diklaim berasal dari situs Intisari Grid, yang mengutip situs sains luar negeri Live Science pada 18 Maret 2021. Sudah lebih dari setahun virus corona (Covid-19) menyerang dunia. Lebih dari 100 juta orang terinfeksi dan 2 juta lebih tewas karenanya. Namun hingga kini asal usul virus corona masih belum jelas. Sebab ada dugaan China telah membohongi dunia terkait virus baru itu. Nah, setelah berbulan-bulan, Badan Kesehatan Dunia (WHO) yang telah melakukan penyelidikan menemukan dari mana pandemi Covid-19 berasal. Dalam investigasinya, WHO menemukan bahwa peternakan satwa liar di China menjadi sumber pandemi Covid-19. Seperti dikutip dari Live Science, Kamis (18/3/2021) menurut Peter Daszak, ahli ekologi penyakit di tim WHO yang melakukan investigasi ke China, di sekitar provinsi Yunna di China selatan terdapat banyak peternakan satwa liar. Menurutnya, peternak satwa liar tersebut kemungkinan besar memasok hewan ke pedagang di Pasar Grosir Makanan Laut Huanan di Wuhan, tempat kasus pertama Covid-19 di temukan. https://intisari.grid.id/",TRUE
9137,Akun Facebook Istri Bupati Karanganyar,Siti Khomsiyah,TRUE
9138,"Video Lebih banyak mayat bertumpuk akibat COVID, tapi salah satunya menghisap rokok”","Akun Facebook Advance NZ (fb.com/AdvanceNZParty) pada 31 Maret 2021 mengunggah sebuah video yang memperlihatkan tumpukan kantong plastik hitam berisi manusia di dalam bak sebuah truk yang di salah satu kantong itu, terlihat seorang pria yang kepalanya menyembul yang sedang merokok dengan narasi sebagai berikut: More dead bodies piled up from COVID, but one of them is smoking a cigarette? atau yang jika diterjemahkan: Lebih banyak lagi mayat yang menumpuk akibat COVID, tapi salah satunya menghisap rokok? ",TRUE
9139,"Presiden Boleh Hadiri Pesta Artis, Sementara Hajatan Warga Digusur"," Kumaha DiNDinWe.. Bukan Persoalan Kondangan, tapi Persoalan KEADiLAN. ",TRUE
9140,Makanan Kaleng dari Thailand Menularkan Virus AIDS,"InnaLillahi wa Inna Illaihi rojiun Assalammualaikum Wr Wb Breaking News : Meneruskan info dr Ibu Dubes KBRI KL  Tolong beritahu adek2, suami, isteri dan semua teman2 Perhatian ; Mulai saat ini jangan makan makanan kaleng ,terutama  buah2an , khususnya produksi Thailand. Karena di negara itu ada kira2 200 orang pengidap aids kerja di pabrik kalengan, dan mereka masukkan darah mereka ke dalam kalengan2 itu , dan saat ini masalah tersebut telah diketahui DepKes Thailand sehingga kaleng2an tersebut telah banyak di sita ttpi lebih banyak yg sdh terlajur diekspor. Contoh ; Lecy , Rambutan , Lengkeng , Mangga Puding dll. Setelah terima ini cepat kirim ke saudar2 n teman2 semua. Agar tidak konsumsi kalengan apapun…… Demi keselamatan kita semua.      Info dr ibu dubes KBRI  (Rita Toisuta Arifson Kementrian Kesehatan RI) Simak Beritanya :https://health.liputan6.hb/read/678535 {semoga bermanfaat}.   Mohon bantu share ya..???????? [ ????WARNING???? Tolong disebar luas kan  …. Makanan kalengan thailand",TRUE
9141,Website Portal Vaksin Covid-19 corporate-realty.co”,Welcome Portal Vaksin Covid19,TRUE
9142,"di Malaka, NTT Banjir datang bawa 🐊”","Menurut info yang beredar, ini di Malaka, NTT. Banjir datang bawa 🐊 ☹️☹️☹️☹️.",TRUE
9143,Vaksin Covid-19 Merusak Sel Otak dan Sel Darah,"Allahuakhbar. Darah berubah lepas kena………….. BUKTI peksin MERUSAK SEL DARAH DAN SEL OTAK MANUSIA YG MENDAPAT peksin Ini adalah hasil penelitian di laboratorium perbedaan antara sel darah orang yg belum di peksin dan sel darah orang lain yg sudah di peksin Dan hasil nya mengejutkan.. sel darah orang yg sudah di peksin mengalami kerusakan dan perubahan. sel sel darah orang yg sudah di peksin di kuasai oleh sesuatu yg aneh yg terkandung di dalam peksin (Sample di ambil dari 3 orang berbeda.. 1 yg belum di fakfak, 2 lain nya yg udah di fakfak) Dua paper penelitian yang dipublikasikan dalam Jurnal of Inorganic Biochemistry menyimpulkan bahwa alumunium adjuvant dalam peksin bersifat merusak sel sel di dalam otak yaitu pada sel neural dan sel endothelial microvessel. Paper pertama melakukan pengujian toksisitas adjuvant alumunium terhadap genetik sel neural. Senyawa alumunium dalam adjuvant vaksin menyebabkan perubahan ekspresi genetik pada sel sel neural otak manusia sehingga menyebabkan kerusakan sel. Paper kedua menguji dampak pemberian senyawa alumunium adjuvant pada peningkatan kadar CRP (C-Reactive Protein) pada sel endothelial di otak. Senyawa alumunium adjuvant dalam peksin menyebabkan kenaikan kadar CRP pada endothelial sel otak. CRP adalah biomarker/ indikator inflamasi pada sel endothelial otak. Tidak heran kenapa para peneliti independen di luar negeri banyak yang mengkaitkan pemberian peksin yang mengandung adjuvant alumunium dengan penyakit alzheimer yang menyerang otak. Khususnya di negara amerika yang memiliki jumlah penderita alzheimer sangat banyak. Hal ini disebabkan program peksin yang diterapkan pemerintah amerika jauh lebih banyak dibanding negara negara lain didunia, sehingga dampak negatif peksin di negara amerika juga terbanyak di dunia. Sumber Journal: 1. https://sci-hub.se/10.1016/j.jinorgbio.2005.04.021 2. https://sci-hub.se/10.1016/j.jinorgbio.2015.07.013 Vaksin merusak sel dan otot",TRUE
9144,Jadwal Penerimaan IPDN 2021,Jadwal Penerimaan IPDN 2021 Pengumuman pendaftaran mulai tanggal 1 April 2021 dengan menyesuaikan status tanggap darurat Pandemi Covid-19 Pelaksanaan SKD (seleksi kemampuan dasar) dilaksanakan tanggal 3 Mei 2021 (tentatif) menyesuaikan status tanggap darurat pandemi Covid-19 bagi ade ade yang mau masuk sekolah kedinasan IPDN silakan langsung masuk ke link grup whatsapp dibawah ini 👇 https://chat.whatsapp.com/DByMTvnEuhyGZxYvLVyzBg seleksi Penerimaan calon praja Calon praja,TRUE
9145,Alfamart Bagikan Hadiah Rayakan Pembukaan Toko ke-1000,"Beredar di aplikasi percakapan Whatsapp pesan berantai menjanjikan hadiah dari Alfamart untuk merayakan pembukaan toko ke-1000. Pesan berantai itu ramai dibagikan sejak pekan lalu. Dalam pesan berantai itu menyertakan tautan pada website tertentu. Di website terdapat narasi: Celebrating the opening of the 1,000th storeMore than 100 computers and mobile devices, and 50 cash prizes. All you have to do is open the correct gift box. You have 3 tries, good luck! atau dalam Bahasa Indonesia:Merayakan pembukaan toko ke-1000. Lebih dari 100 komputer dan perangkat seluler, dan 50 hadiah uang tunai. Yang harus Anda lakukan adalah membuka kotak kado yang benar. Anda telah mencoba 3 kali, semoga berhasil!",TRUE
9146,Pesan Berantai Telkomsel Bagikan Hadiah untuk Rayakan Ulang Tahun ke-60,"Beredar di aplikasi percakapan Whatsapp pesan berantai yang mengiming-imingi hadiah dari Telkomsel dalam rangka ulang tahun ke-60. Pesan berantai itu ramai dibagikan sejak pekan lalu. Pesan berantai itu menyertakan tautan untuk diklik pengguna. Dalam tautan tersebut terdapat narasi: Lots of exquisite gifts, as well as more than 1000 units of smart watches and mobile devices All you have to do is open the correct gift box. You have 3 tries, good luck! atau dalam Bahasa Indonesia: Perayaan ulang tahun ke-60. Banyak hadiah yang sangat menarik, serta lebih dari 1.000 unit jam tangan pintar dan perangkat seluler. Yang harus kamu lakukan adalah membuka gift box yang benar. Kamu punya kesempatan tiga kali, semoga berhasil. Hadiah telkomsel",TRUE
9147,PERAGAAN BUSANA TELORNASI ANTAR UMAT BERAGAMA”,PERAGAAN BUSANA TELORNASI ANTAR UMAT BERAGAMA Toleransi agama,TRUE
9148,Shell Indonesia Bagikan Hadiah Rayakan Hari Jadi Ke- 100 Tahun,Cek Fakta Liputan6.com mendapati informasi Shell Indonesia membagikan hadiah untuk merayakan hari jadi ke 100 tahun. Informasi Shell Indonesia membagikan hadiah untuk merayakan hari jadi ke 100 tahu beredar melalui aplikasi percakapan WhatsApp.,TRUE
9149,Vaksin Bisa Merusak Sel Darah dan Sel Otak,"Beredar di media sosial dan aplikasi percakapan pesan berantai berisi informasi vaksin yang diklaim bisa merusak sel darah dan sel otak manusia. Pesan berantai tersebut ramai dibagikan sejak pekan lalu. Salah satu yang mengunggahnya adalah akun bernama Lyana Bajana. Dia mengunggahnya di Facebook pada 1 April 2021. Berikut isi postingannya: BUKTI peksin MERUSAK SEL DARAH DAN SEL OTAK MANUSIA YG MENDAPAT peksin Ini adalah hasil penelitian di laboratorium perbedaan antara sel darah orang yg belum di peksin dan sel darah orang lain yg sudah di peksin Dan hasil nya mengejutkan.. sel darah orang yg sudah di peksin mengalami kerusakan dan perubahan. sel sel darah orang yg sudah di peksin di kuasai oleh sesuatu yg aneh yg terkandung di dalam peksin (Sample di ambil dari 3 orang berbeda.. 1 yg belum di fakfak, 2 lain nya yg udah di fakfak) Dua paper penelitian yang dipublikasikan dalam Jurnal of Inorganic Biochemistry menyimpulkan bahwa alumunium adjuvant dalam peksin bersifat merusak sel sel di dalam otak yaitu pada sel neural dan sel endothelial microvessel. Paper pertama melakukan pengujian toksisitas adjuvant alumunium terhadap genetik sel neural. Senyawa alumunium dalam adjuvant vaksin menyebabkan perubahan ekspresi genetik pada sel sel neural otak manusia sehingga menyebabkan kerusakan sel. Paper kedua menguji dampak pemberian senyawa alumunium adjuvant pada peningkatan kadar CRP (C-Reactive Protein) pada sel endothelial di otak. Senyawa alumunium adjuvant dalam peksin menyebabkan kenaikan kadar CRP pada endothelial sel otak. CRP adalah biomarker / indikator inflamasi pada sel endothelial otak. Tidak heran kenapa para peneliti independen di luar negeri banyak yang mengkaitkan pemberian peksin yang mengandung adjuvant alumunium dengan penyakit alzheimer yang menyerang otak. Khususnya di negara amerika yang memiliki jumlah penderita alzheimer sangat banyak. Hal ini disebabkan program peksin yang diterapkan pemerintah amerika jauh lebih banyak dibanding negara negara lain didunia, sehingga dampak negatif peksin di negara amerika juga terbanyak di dunia. Sumber Journal : 1. https://sci-hub.se/10.1016/j.jinorgbio.2005.04.021 2. https://sci-hub.se/10.1016/j.jinorgbio.2015.07.013 Selain itu postingan juga disertai gambar yang diklaim sebagai sel darah dan sel otak yang sudah divaksin. ",TRUE
9150,Laboratorium biologi China di Wuhan dimiliki oleh Glaxosmithkline”,"Pembunuh siang hari … Topeng mulai rontok! Laboratorium biologi China di Wuhan dimiliki oleh Glaxosmithkline, yang (secara tidak sengaja) memiliki Pfizer! (Orang yang membuat vaksin melawan virus yang (secara tidak sengaja) dimulai di Laboratorium Biologi Wuhan dan yang (secara tidak sengaja) didanai oleh Dr. Fauci, yang (secara tidak sengaja) mempromosikan vaksin tersebut! GlaxoSmithKline (secara tidak sengaja) dikelola oleh divisi keuangan Black Rock, yang (secara tidak sengaja mengelola keuangan Perusahaan Open Foundation (Soros Foundation), yang (secara tidak sengaja) mengelola AXA Prancis! Soros (secara tidak sengaja) memiliki perusahaan Jerman Winterthur, yang (secara tidak sengaja) membangun laboratorium China di Wuhan dan dibeli oleh Allianz Jerman, yang (secara kebetulan) memiliki Vanguard sebagai pemegang saham, yang (secara kebetulan) adalah pemegang saham Black Rock, yang (secara kebetulan) mengontrol bank sentral dan mengelola sekitar sepertiga dari modal investasi global. Black Rock juga (secara kebetulan) merupakan pemegang saham utama MICROSOFT, yang dimiliki oleh Bill Gates, yang (secara kebetulan) adalah pemegang saham Pfizer (yang ingat? Menjual vaksin ajaib) dan secara kebetulan) sekarang menjadi sponsor pertama dari WHO! Sekarang Anda mengerti bagaimana kelelawar mati yang dijual di pasar basah di China telah menginfeksi SELURUH PLANET! salin dan bagikan dengan cepat ….",TRUE
9151,Surat KEPUTUSAN PRESIDEN TENTANG PENETAPAN KEDARURATAN KEUANGAN NEGARA”,"PRESIDEN REPUBLIK INDONESIA MEMUTUSKAN Menetapkan: KEPUTUSAN PRESIDEN TENTANG PENETAPAN KEDARURATAN KEUANGAN NEGARA KESATU: Menetapkan bahwa Dana SBI (080264) -24 SD sebagai: Dana Bantuan unutk dipergunakan Pembangunan dan Mensejahterakan Rakyat. KEDUA: Menetapkan Kedaruratan Keuangan Negara Indonesia, yang wajib ditangani secepatnya. Selambat lambatnya pada Tanggal 31 Maret 2021 (diharapkan Seluruh Bank Terkait untuk bekerja sama demi kelancaran Pencairan Dana SBI tersebut diatas). KETIGA: Keputusan Presiden ini mulai berlaku pada tanggal ditetapkan.",TRUE
9152,Telkomsel Bagikan Hadiah untuk Rayakan HUT Ke-60,"[diterjemahkan ke dalam Bahasa Indonesia] Perayaan ulang tahun ke-60 Semua orang berkesempatan mendapatkan hadiah Banyak hadiah menarik, seperti lebih dari 1000 buah jam tangan pintar dan telepon genggam Anda hanya perlu memilih kotak yang tepat. Anda memiliki 3 kesempatan, semoga beruntung! Perayaan ulang tahun ke 60 Telkomsel 60th anifarsary telkomsel Telkomsel bagi bagi kuota https://jdhnv889.xyz/telkom-bx/?t=1617409228424 60 tahun telkomsel 60th anniversary celebration Perayaan ulang tahun ke-60 promo hut telkomsel promo HUT telkomsel https://idbtpn.cc/telkom-id/?t=1618464683219 https://idbtpn.cc/telkom-id/?t=1618466075053 60th anniversary Telkomsel Ulang tahun telkomsel",TRUE
9153,sebelum masuk gereja BOM diledakkan lewat remot kendali jarak jauh”,Akun Faceboook Abdul Ghoni (fb.com/100061716917873) pada 30 Maret 2021 mengunggah sebuah gambar tangkapan layar percakapan ke grup Islam World News dengan narasi sebagai berikut: Benarkah?.. Tanya….. Di gambar tersebut terdapat narasi: Sandiwara rezim PKI dg mengorbankan org Islam persis yg terjd di Surabaya Tempo dulu. Korban disuruh antar barang di gereja sebelum masuk gereja BOM diledakkan lewat remot kendali jarak jauh. PKI ingin memframing PD publik bhw Islam teroris. Hati2 jika ada seseorang yg menyuruh kita minta kirimkan barang ke gereja. Bisa didlm barangnya terisi bom kendali jarak jauh jd strategi PKI utk menghancurkan islam,TRUE
9154,"Pelaku Bom Gereja Katedral Makassar, mantan polisi, agama kristen protestan”","Akun Facebook Raffiq Umar Bawazier (fb.com/raffiqumar.bawazier.9) pada 31 Maret 2021 mengunggah sebuah gambar dengan narasi sebagai berikut: Pelakunya, mantan polisi, agama kristen protestan. Allah telah menunjukan yang benar. Alhamdulillah.. Gambar itu berisi tangkapan layar artikel yang seolah berjudul Argo Yuwono: Salah satu pelaku Bom Gereja Katedral Makassar, adalah eks anggota intel yang telah di pecat. Artikel yang seolah terbit pada 29 Maret 2021 pukul 17.05 ini dilengkapi dengan foto Kepala Divisi Humas Polri Inspektur Jenderal Argo Yuwono. Dalam artikel itu, tercantum pula logo media Kompas.com. Selain artikel tersebut, gambar itu berisi dua foto pria. Pria pertama terlihat berjenggot dan mengenakan serban serta pakaian coklat. Sementara pria kedua tampak memegang kertas yang bertuliskan Nama: Bernard Silalahi, Tempat/Tgl Lahir: Medan 25 Desember 1988, Agama: Protestan, Pekerjaan: Exs. Intel Polres Makassar.",TRUE
9155,Video MELEDAKNYA PERTAMINA DI INDRAMAYU.. MOBIL MEWAH IKUT TERBAKAR”,Akun Facebook Syam Siar (fb.com/syam.siar.52056) pada 31 Maret 2021 mengunggah sebuah video supercar yang terbakar dengan narasi sebagai berikut: ADA HIKMAHNYA JUGA… MELEDAKNYA PERTAMINA DI INDRAMAYU.. MOBIL MEWAH IKUT TERBAKAR…!!! SIAPA PEMILIKNYA???,TRUE
9156,Pembukaan Misa Minggu Palma di Vatikan dengan Lagu Berbahasa Indonesia dan Janur Kuning Indonesia,"Beredar sebuah video berantai di WhatsApp yang menunjukkan pembukaan Misa Minggu Palma di Vatikan yang memainkan lagu berbahasa Indonesia. Video berdurasi 4 menit 45 detik tersebut juga disertai dengan pesan yang menyatakan bahwa selain menggunakan lagu pengiring berbahasa Indonesia, Misa Minggu Palma di Vatikan juga menggunakan janur kuning sebagai pengganti daun palma.",TRUE
9157,Ini bukan foto Capt. Czi. Pierre Tendean. Ini foto Wawan Wanisar…”,"Beredar sebuah foto yang diunggah oleh akun aktor Tio Pakusadewo @pksdw yang menyatakan bahwa foto tersebut adalah foto mendiang aktor Wawan Wanisar yang meninggal dunia pada 29 Maret yang baru lalu, dengan teks: Ini bukan foto Capt. Czi. Pierre Tendean. Ini foto seorang Aktor Indonesia yang memerankan karakter Capt. Pierre dalam film G30S/PKI karya Arifin C. Noer. Almarhum Aktor hebat ink bernama populer Wawan Wanisar. Kawan seprofesi yang saya hormati. Hari ini beliau duluan pulang ke Rahmatulloh. Wawan penuh dedikasi dan bekerja. Disiplin. Selamat jalan Abang Capten. Jumpa nanti di Jannah. Insya Allah. Bismillahirrahmanirochim. Innalillahi wa innailaihi rajiuun. Tautan/Sumber: https://www.instagram.com/p/CNASr3Eh9tJ/?igshid=9gi94bdkmpyq Tidak hanya Tio, aktor Deddy Mizwar juga memasang foto kolase mendiang Wawan Wanisar dengan foto Capt. Czi. Pierre Tendean dalam cuitan yang mengabarkan berpulangnya sang aktor: Innalilahi wainna ilaihi rojiun… Satu lagi aktor film dan sinetron kembali kepangkuan Illahi, hari ini 29 Maret 2021… Tautan/Sumber: https://t.co/QtONqSF8zr https://twitter.com/Deddy…/status/1376502242790895626… Foto pada cuitan tersebut kemudian menjadi rujukan beberapa media yang mengabarkan berita berpulangnya aktor Wawan Wanisar, seolah foto Kapten Czi. Pierre Tendean adalah foto mendiang Wawan Wanisar di masa muda, di antaranya: Kompas TV Tautan/Sumber: https://www.kompas.tv/…/profil-wawan-wanisar-aktor… OkeZone Tautan/Sumber: https://celebrity.okezone.com/…/aktor-senior-wawan…",TRUE
